chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
1	1167628	1170420	+	126792	B3GALT6	266	6.16275681E-1	DAVIES_SUCCESS
1	1177825	1182102	-	388581	FAM132A	219	5.47182124E-1	DAVIES_SUCCESS
1	1189291	1209234	-	118424	UBE2J2	196	5.223192E-1	DAVIES_SUCCESS
1	1215815	1227409	+	6339	SCNN1D	113	6.71592574E-1	DAVIES_SUCCESS
1	1227763	1244989	-	116983	ACAP3	105	6.71931818E-1	DAVIES_SUCCESS
1	1243993	1247057	+	126789	PUSL1	85	5.82021056E-1	DAVIES_SUCCESS
1	1246964	1260067	-	54973	CPSF3L	142	6.6342143E-1	DAVIES_SUCCESS
1	1260142	1264276	+	80772	GLTPD1	158	6.21812262E-1	DAVIES_SUCCESS
1	1266725	1269844	+	83756	TAS1R3	158	5.75075608E-1	DAVIES_SUCCESS
1	1270657	1284492	-	1855	DVL1	166	5.25331734E-1	DAVIES_SUCCESS
1	1288070	1297157	-	54587	MXRA8	180	5.090231E-1	DAVIES_SUCCESS
1	1309109	1310818	-	54998	AURKAIP1	196	5.43163051E-1	DAVIES_SUCCESS
1	1321090	1334718	-	81669	CCNL2	220	5.46526178E-1	DAVIES_SUCCESS
1	1334909	1337426	+	148413	LOC148413	215	5.60285745E-1	DAVIES_SUCCESS
1	1337275	1342693	-	55052	MRPL20	225	5.97322517E-1	DAVIES_SUCCESS
1	1353799	1356824	-	441869	ANKRD65	178	5.68384256E-1	DAVIES_SUCCESS
1	1361507	1363167	+	643965	TMEM88B	149	5.38820375E-1	DAVIES_SUCCESS
1	1370902	1378262	+	64856	VWA1	138	6.27524246E-1	DAVIES_SUCCESS
1	1385068	1405538	+	219293	ATAD3C	145	7.68950988E-1	DAVIES_SUCCESS
1	1407163	1444689	+	83858	ATAD3B	155	9.2886525E-1	DAVIES_SUCCESS
1	1447522	1470067	+	55210	ATAD3A	113	9.3553163E-1	DAVIES_SUCCESS
1	1470157	1475740	-	339453	TMEM240	114	9.48504939E-1	DAVIES_SUCCESS
1	1477052	1510262	-	29101	SSU72	169	9.5326055E-1	DAVIES_SUCCESS
1	1533387	1535476	-	643988	C1orf233	146	8.56964912E-1	DAVIES_SUCCESS
1	1550794	1565990	+	142678	MIB2	164	6.82483999E-1	DAVIES_SUCCESS
1	1567559	1570030	+	8510	MMP23B	155	4.73661575E-1	DAVIES_SUCCESS
1	1571099	1655775	-	984	CDK11B	309	6.18476584E-1	DAVIES_SUCCESS
1	1590987	1677438	-	728661	SLC35E2B	304	5.99184528E-1	DAVIES_SUCCESS
1	1631377	1633247	+	8511	MMP23A	177	3.4095826E-1	DAVIES_SUCCESS
1	1634169	1655791	-	728642	CDK11A	224	4.72966225E-1	DAVIES_SUCCESS
1	1656276	1677438	-	9906	SLC35E2	215	4.72962655E-1	DAVIES_SUCCESS
1	1682670	1711508	-	65220	NADK	208	7.77342821E-1	DAVIES_SUCCESS
1	1716724	1822526	-	2782	GNB1	320	7.4688574E-1	DAVIES_SUCCESS
1	1846265	1848733	+	163688	CALML6	235	4.73514244E-1	DAVIES_SUCCESS
1	1849028	1850740	-	339456	TMEM52	255	5.1500748E-1	DAVIES_SUCCESS
1	1884751	1935276	-	85452	KIAA1751	431	1.87661893E-1	DAVIES_SUCCESS
1	1950767	1962192	+	2563	GABRD	305	1.2855418E-1	DAVIES_SUCCESS
1	1981908	2116834	+	5590	PRKCZ	516	5.60804456E-1	DAVIES_SUCCESS
1	2115898	2139172	-	199990	C1orf86	224	5.02245144E-1	DAVIES_SUCCESS
1	2160133	2241652	+	6497	SKI	453	9.52867969E-3	DAVIES_SUCCESS
1	2252695	2322993	-	79906	MORN1	512	5.86161167E-4	DAVIES_SUCCESS
1	2281852	2284100	-	100129534	LOC100129534	309	2.66331233E-4	DAVIES_SUCCESS
1	2323213	2336885	+	11079	RER1	337	6.08592827E-4	DAVIES_SUCCESS
1	2336240	2344010	-	5192	PEX10	307	1.18144481E-2	DAVIES_SUCCESS
1	2407753	2436969	+	9651	PLCH2	266	3.29922875E-1	DAVIES_SUCCESS
1	2439974	2458035	-	55229	PANK4	204	3.03517837E-1	DAVIES_SUCCESS
1	2460183	2461684	-	388585	HES5	154	3.1665098E-1	DAVIES_SUCCESS
1	2481358	2484284	-	115110	LOC115110	183	4.33673917E-1	DAVIES_SUCCESS
1	2486162	2488450	-	100133445	LOC100133445	192	4.75530029E-1	DAVIES_SUCCESS
1	2487804	2495267	+	8764	TNFRSF14	207	5.1414672E-1	DAVIES_SUCCESS
1	2517898	2522908	+	127281	FAM213B	197	7.50378299E-1	DAVIES_SUCCESS
1	2522080	2564481	-	79258	MMEL1	205	7.63139299E-1	DAVIES_SUCCESS
1	2572806	2706230	-	100287898	TTC34	213	8.50037368E-1	DAVIES_SUCCESS
1	2938045	2939467	+	140625	ACTRT2	272	6.32578032E-1	DAVIES_SUCCESS
1	2976180	2984289	-	440556	FLJ42875	293	6.35657594E-1	DAVIES_SUCCESS
1	2985741	3355185	+	63976	PRDM16	1263	9.63871037E-1	DAVIES_SUCCESS
1	3044538	3044599	+	100422968	MIR4251	302	6.13197316E-1	DAVIES_SUCCESS
1	3371146	3397677	+	27237	ARHGEF16	319	7.60870905E-1	DAVIES_SUCCESS
1	3404505	3528059	-	1953	MEGF6	531	7.02681896E-1	DAVIES_SUCCESS
1	3477259	3477354	-	693135	MIR551A	268	6.60545285E-1	DAVIES_SUCCESS
1	3541555	3546694	+	127262	TPRG1L	282	4.34517879E-1	DAVIES_SUCCESS
1	3547330	3566671	-	49856	WRAP73	321	4.59689673E-1	DAVIES_SUCCESS
1	3569128	3652765	+	7161	TP73	489	5.25618925E-1	DAVIES_SUCCESS
1	3652547	3663937	-	57212	TP73-AS1	305	4.33778195E-1	DAVIES_SUCCESS
1	3668964	3688209	+	148870	CCDC27	345	5.40601735E-1	DAVIES_SUCCESS
1	3689333	3692546	+	388588	SMIM1	313	7.64744428E-1	DAVIES_SUCCESS
1	3696783	3713068	-	57470	LRRC47	410	5.96940113E-1	DAVIES_SUCCESS
1	3728644	3773797	-	9731	CEP104	617	2.23163305E-1	DAVIES_SUCCESS
1	3773844	3801993	+	1677	DFFB	514	1.47623336E-1	DAVIES_SUCCESS
1	3805696	3816857	-	339448	C1orf174	375	8.88177774E-2	DAVIES_SUCCESS
1	3816967	3833879	+	100133612	LOC100133612	312	6.74015213E-2	DAVIES_SUCCESS
1	4000671	4012643	+	728716	LOC728716	194	5.55995193E-1	DAVIES_SUCCESS
1	4472110	4484744	+	284661	LOC284661	429	4.16252939E-2	DAVIES_SUCCESS
1	4715104	4843851	+	55966	AJAP1	746	6.89256596E-1	DAVIES_SUCCESS
1	5624130	5624203	+	100616489	MIR4417	275	3.83725356E-1	DAVIES_SUCCESS
1	5922731	5922801	-	100616421	MIR4689	276	1.50822247E-1	DAVIES_SUCCESS
1	5922869	6052533	-	261734	NPHP4	562	5.60618793E-2	DAVIES_SUCCESS
1	6052357	6161253	+	8514	KCNAB2	502	6.47867099E-2	DAVIES_SUCCESS
1	6161846	6240194	-	26038	CHD5	402	5.1821303E-1	DAVIES_SUCCESS
1	6245079	6259679	-	6146	RPL22	230	4.5104692E-1	DAVIES_SUCCESS
1	6266188	6281359	+	388591	RNF207	173	4.6333404E-1	DAVIES_SUCCESS
1	6281252	6296044	-	23463	ICMT	152	6.67870707E-1	DAVIES_SUCCESS
1	6304251	6305638	+	390992	HES3	131	6.17962001E-1	DAVIES_SUCCESS
1	6307405	6321035	-	387509	GPR153	152	6.2516506E-1	DAVIES_SUCCESS
1	6324331	6453826	-	11332	ACOT7	412	2.64494883E-1	DAVIES_SUCCESS
1	6472497	6484730	-	54626	HES2	239	2.38505108E-1	DAVIES_SUCCESS
1	6484847	6521004	+	83715	ESPN	281	2.45992772E-1	DAVIES_SUCCESS
1	6489893	6489956	-	100422975	MIR4252	215	2.46615179E-1	DAVIES_SUCCESS
1	6521213	6526255	-	8718	TNFRSF25	217	2.66533007E-1	DAVIES_SUCCESS
1	6526151	6580121	-	57449	PLEKHG5	347	2.55543413E-1	DAVIES_SUCCESS
1	6581406	6614658	-	79707	NOL9	263	2.85466667E-1	DAVIES_SUCCESS
1	6615337	6639817	+	80835	TAS1R1	241	3.20639186E-1	DAVIES_SUCCESS
1	6640055	6649340	+	3104	ZBTB48	189	3.60810726E-1	DAVIES_SUCCESS
1	6650778	6662929	-	9903	KLHL21	182	4.11942591E-1	DAVIES_SUCCESS
1	6673755	6684093	+	148479	PHF13	157	6.0359177E-1	DAVIES_SUCCESS
1	6684924	6695646	+	90326	THAP3	155	6.99398074E-1	DAVIES_SUCCESS
1	6694227	6761966	-	55735	DNAJC11	276	7.94585583E-1	DAVIES_SUCCESS
1	6845383	7829766	+	23261	CAMTA1	2309	5.33893799E-1	DAVIES_SUCCESS
1	7831328	7841492	+	9341	VAMP3	274	3.47861828E-1	DAVIES_SUCCESS
1	7844379	7905237	+	8863	PER3	487	6.20211334E-1	DAVIES_SUCCESS
1	7903142	7973294	-	10911	UTS2	436	8.26731413E-1	DAVIES_SUCCESS
1	7975930	8003225	-	3604	TNFRSF9	237	7.19559914E-1	DAVIES_SUCCESS
1	8021713	8045342	+	11315	PARK7	147	4.17370239E-1	DAVIES_SUCCESS
1	8071778	8086393	-	54206	ERRFI1	159	3.42405885E-1	DAVIES_SUCCESS
1	8384389	8404227	+	50651	SLC45A1	246	7.08427072E-1	DAVIES_SUCCESS
1	8412463	8877699	-	473	RERE	724	4.82281091E-1	DAVIES_SUCCESS
1	8921058	8939151	-	2023	ENO1	226	9.94855995E-1	DAVIES_SUCCESS
1	8938893	8939943	+	100505975	ENO1-AS1	210	9.99529859E-1	DAVIES_SUCCESS
1	9005892	9035148	+	765	CA6	356	8.74255244E-1	DAVIES_SUCCESS
1	9063358	9086404	-	155184	SLC2A7	299	6.73221717E-1	DAVIES_SUCCESS
1	9097004	9148510	-	6518	SLC2A5	364	5.18468658E-1	DAVIES_SUCCESS
1	9164475	9189229	-	80045	GPR157	270	6.16171419E-1	DAVIES_SUCCESS
1	9211726	9211836	-	407040	MIR34A	180	2.02888595E-1	DAVIES_SUCCESS
1	9294862	9331394	+	9563	H6PD	433	1.2797944E-1	DAVIES_SUCCESS
1	9352940	9429590	+	80176	SPSB1	521	3.7414844E-1	DAVIES_SUCCESS
1	9599527	9642831	+	84275	SLC25A33	148	7.07163315E-1	DAVIES_SUCCESS
1	9648931	9674935	+	199953	TMEM201	162	9.56305069E-1	DAVIES_SUCCESS
1	9711789	9789172	+	5293	PIK3CD	211	7.65837951E-1	DAVIES_SUCCESS
1	9712667	9714644	-	644997	C1orf200	160	7.08903632E-1	DAVIES_SUCCESS
1	9789078	9884550	-	22883	CLSTN1	205	6.01874288E-1	DAVIES_SUCCESS
1	9908333	9970316	-	56998	CTNNBIP1	192	9.52525107E-1	DAVIES_SUCCESS
1	9989775	10003427	-	84328	LZIC	118	9.97430298E-1	DAVIES_SUCCESS
1	10003485	10045556	+	64802	NMNAT1	141	9.98639595E-1	DAVIES_SUCCESS
1	10057254	10076078	+	116362	RBP7	90	9.83678363E-1	DAVIES_SUCCESS
1	10093040	10241296	+	10277	UBE4B	196	2.91756773E-1	DAVIES_SUCCESS
1	10270763	10441661	+	23095	KIF1B	417	9.38894483E-2	DAVIES_SUCCESS
1	10459084	10480201	+	5226	PGD	221	1.17790069E-1	DAVIES_SUCCESS
1	10490158	10512060	+	100526739	APITD1-CORT	216	2.26500003E-1	DAVIES_SUCCESS
1	10509775	10512060	+	1325	CORT	183	2.92164589E-1	DAVIES_SUCCESS
1	10520602	10532613	-	1676	DFFA	208	3.98655966E-1	DAVIES_SUCCESS
1	10535002	10690815	+	5195	PEX14	475	7.77859453E-1	DAVIES_SUCCESS
1	10696665	10856733	-	54897	CASZ1	436	9.21321573E-1	DAVIES_SUCCESS
1	11006529	11042094	-	148345	C1orf127	345	4.50780364E-1	DAVIES_SUCCESS
1	11072678	11085549	+	23435	TARDBP	217	9.19274726E-1	DAVIES_SUCCESS
1	11086579	11107296	-	10747	MASP2	184	9.54699915E-1	DAVIES_SUCCESS
1	11114648	11120091	-	6723	SRM	117	9.56994861E-1	DAVIES_SUCCESS
1	11126675	11159938	-	5394	EXOSC10	111	9.95022943E-1	DAVIES_SUCCESS
1	11166587	11322608	-	2475	MTOR	190	9.36088654E-1	DAVIES_SUCCESS
1	11203954	11209595	+	100873935	MTOR-AS1	42	9.31368851E-1	DAVIES_SUCCESS
1	11249345	11256038	+	10218	ANGPTL7	91	9.17914707E-1	DAVIES_SUCCESS
1	11333254	11348491	+	29914	UBIAD1	120	9.44621934E-1	DAVIES_SUCCESS
1	11539294	11597640	+	57540	PTCHD2	387	3.60575862E-1	DAVIES_SUCCESS
1	11708417	11714888	-	26232	FBXO2	243	1.97302839E-1	DAVIES_SUCCESS
1	11714431	11723384	+	93611	FBXO44	261	2.428261E-1	DAVIES_SUCCESS
1	11724149	11734409	+	26270	FBXO6	257	3.15504473E-1	DAVIES_SUCCESS
1	11734536	11751678	-	10459	MAD2L2	266	2.82979876E-1	DAVIES_SUCCESS
1	11751780	11780336	+	374946	DRAXIN	308	2.84760067E-1	DAVIES_SUCCESS
1	11796141	11810828	+	57085	AGTRAP	356	7.18659318E-1	DAVIES_SUCCESS
1	11845786	11866160	-	4524	MTHFR	420	8.30529835E-1	DAVIES_SUCCESS
1	11866152	11903201	+	1185	CLCN6	475	6.73591104E-1	DAVIES_SUCCESS
1	11900375	11907674	+	100379251	NPPA-AS1	337	4.90506266E-1	DAVIES_SUCCESS
1	11905766	11907840	-	4878	NPPA	329	4.80751825E-1	DAVIES_SUCCESS
1	11917520	11918992	-	4879	NPPB	327	3.53598369E-1	DAVIES_SUCCESS
1	11979644	11986485	-	90231	KIAA2013	299	9.82909904E-2	DAVIES_SUCCESS
1	11994723	12035599	+	5351	PLOD1	346	1.13349559E-1	DAVIES_SUCCESS
1	12040237	12073572	+	9927	MFN2	263	3.95684031E-1	DAVIES_SUCCESS
1	12079298	12092106	+	60672	MIIP	199	5.78066673E-1	DAVIES_SUCCESS
1	12123433	12204264	+	943	TNFRSF8	337	8.22634722E-1	DAVIES_SUCCESS
1	12227059	12269277	+	7133	TNFRSF1B	214	7.97400044E-1	DAVIES_SUCCESS
1	12251761	12251839	+	100616438	MIR4632	154	7.69450206E-1	DAVIES_SUCCESS
1	12290112	12572098	+	55187	VPS13D	385	6.97993588E-1	DAVIES_SUCCESS
1	12567299	12567451	+	677882	SNORA59B	148	3.4173207E-1	DAVIES_SUCCESS
1	12627938	12677820	-	9249	DHRS3	358	3.42587316E-1	DAVIES_SUCCESS
1	12704565	12727097	+	343066	AADACL4	219	7.14755243E-1	DAVIES_SUCCESS
1	12776117	12788726	+	126767	AADACL3	238	6.84579628E-1	DAVIES_SUCCESS
1	12806162	12821102	+	93190	C1orf158	209	5.10499672E-1	DAVIES_SUCCESS
1	12834983	12838048	+	390999	PRAMEF12	155	3.78677975E-1	DAVIES_SUCCESS
1	12851545	12856777	+	65121	PRAMEF1	109	2.89916395E-1	DAVIES_SUCCESS
1	12884467	12891264	-	440560	PRAMEF11	58	1.97527247E-2	DAVIES_SUCCESS
1	12907235	12908237	-	649330	LOC649330	36	2.24400474E-3	DAVIES_SUCCESS
1	12907260	12908578	-	343069	HNRNPCL1	36	2.24400474E-3	DAVIES_SUCCESS
1	12916940	12921764	+	65122	PRAMEF2	25	1.5408648E-3	DAVIES_SUCCESS
1	12939032	12946025	-	400735	PRAMEF4	20	1.30503721E-3	DAVIES_SUCCESS
1	12952726	12958094	-	343071	PRAMEF10	19	1.35087214E-3	DAVIES_SUCCESS
1	12976449	13611550	+	391002	PRAMEF8	37	9.21770882E-1	DAVIES_SUCCESS
1	12998301	13369057	-	343068	PRAMEF5	37	9.21770882E-1	DAVIES_SUCCESS
1	13182959	13184326	-	440563	LOC440563	37	9.21770882E-1	DAVIES_SUCCESS
1	13516065	13747803	+	645425	PRAMEF20	82	4.5960983E-2	DAVIES_SUCCESS
1	13801444	13840242	-	126755	LRRC38	384	7.06412613E-2	DAVIES_SUCCESS
1	13910251	13944452	+	10630	PDPN	415	3.63467461E-1	DAVIES_SUCCESS
1	14026734	14151574	+	7799	PRDM2	361	8.10162382E-1	DAVIES_SUCCESS
1	14925212	15444544	+	23254	KAZN	1809	7.168822E-1	DAVIES_SUCCESS
1	15438310	15478960	-	200197	TMEM51-AS1	565	3.71634601E-1	DAVIES_SUCCESS
1	15479027	15546974	+	55092	TMEM51	792	2.52518136E-1	DAVIES_SUCCESS
1	15573767	15726778	+	114827	FHAD1	676	8.10288458E-2	DAVIES_SUCCESS
1	15736390	15756839	+	79180	EFHD2	234	7.65038443E-2	DAVIES_SUCCESS
1	15764937	15773153	+	11330	CTRC	231	9.43946317E-2	DAVIES_SUCCESS
1	15783222	15798586	+	63036	CELA2A	275	1.42676133E-1	DAVIES_SUCCESS
1	15802595	15817895	+	51032	CELA2B	280	2.44133835E-1	DAVIES_SUCCESS
1	15817323	15851285	-	842	CASP9	323	2.40463007E-1	DAVIES_SUCCESS
1	15853351	15918874	+	23341	DNAJC16	473	1.19428843E-1	DAVIES_SUCCESS
1	15898193	15911605	-	79814	AGMAT	332	1.00214588E-1	DAVIES_SUCCESS
1	15943952	15987552	+	84301	DDI2	395	9.72495526E-2	DAVIES_SUCCESS
1	15986363	15988217	+	6248	RSC1A1	215	1.1992648E-1	DAVIES_SUCCESS
1	16010826	16061264	+	23207	PLEKHM2	323	2.08407737E-1	DAVIES_SUCCESS
1	16062808	16067884	+	284723	SLC25A34	236	3.62484738E-1	DAVIES_SUCCESS
1	16068986	16074292	+	388595	TMEM82	238	3.80925603E-1	DAVIES_SUCCESS
1	16083153	16113084	+	54751	FBLIM1	393	7.3208089E-1	DAVIES_SUCCESS
1	16133656	16134194	-	440567	UQCRHL	301	7.68981838E-1	DAVIES_SUCCESS
1	16160709	16174642	-	729614	FLJ37453	315	7.82728503E-1	DAVIES_SUCCESS
1	16174358	16266950	+	23013	SPEN	429	6.78601926E-1	DAVIES_SUCCESS
1	16268363	16302627	-	7709	ZBTB17	339	4.84947427E-1	DAVIES_SUCCESS
1	16330730	16333184	+	149563	C1orf64	463	6.4548863E-1	DAVIES_SUCCESS
1	16340522	16346089	-	27129	HSPB7	498	6.9369545E-1	DAVIES_SUCCESS
1	16345369	16360545	+	1187	CLCNKA	517	7.0915568E-1	DAVIES_SUCCESS
1	16355620	16383821	+	1188	CLCNKB	608	7.9695379E-1	DAVIES_SUCCESS
1	16384263	16400127	-	348487	FAM131C	507	8.8693375E-1	DAVIES_SUCCESS
1	16450831	16482582	-	1969	EPHA2	317	7.52725512E-1	DAVIES_SUCCESS
1	16524598	16539104	-	128272	ARHGEF19	242	5.9609606E-1	DAVIES_SUCCESS
1	16558181	16563659	-	79363	RSG1	234	5.92234649E-1	DAVIES_SUCCESS
1	16576558	16678948	-	54455	FBXO42	374	2.28959674E-1	DAVIES_SUCCESS
1	16693524	16724643	+	26099	SZRD1	264	1.3948244E-1	DAVIES_SUCCESS
1	16722175	16763919	-	374955	SPATA21	307	2.41402615E-1	DAVIES_SUCCESS
1	16767166	16786584	+	55707	NECAP2	273	5.48245322E-1	DAVIES_SUCCESS
1	16793930	16819196	-	114819	CROCCP3	231	8.65036052E-1	DAVIES_SUCCESS
1	16875408	17185516	+	100500876	MIR3675	74	9.71702081E-1	DAVIES_SUCCESS
1	16888921	16940100	-	55672	NBPF1	38	9.48394229E-1	DAVIES_SUCCESS
1	16944750	16971178	-	84809	CROCCP2	5	8.02195183E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	16972068	16976915	+	11209	MST1P2	7	7.65969418E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	17017712	17046652	-	284729	ESPNP	7	7.65969418E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
1	17066767	17299474	+	9696	CROCC	144	7.24533536E-1	DAVIES_SUCCESS
1	17300998	17308081	-	4237	MFAP2	155	7.32874204E-1	DAVIES_SUCCESS
1	17312452	17338423	-	23400	ATP13A2	232	8.39407891E-1	DAVIES_SUCCESS
1	17345224	17380665	-	6390	SDHB	398	9.07125816E-1	DAVIES_SUCCESS
1	17393255	17445948	-	11240	PADI2	470	3.64187211E-1	DAVIES_SUCCESS
1	17531620	17572501	+	29943	PADI1	488	6.02834627E-1	DAVIES_SUCCESS
1	17575592	17610727	+	51702	PADI3	506	8.47969966E-1	DAVIES_SUCCESS
1	17634689	17690495	+	23569	PADI4	608	8.21006728E-1	DAVIES_SUCCESS
1	17698740	17728195	+	353238	PADI6	439	7.02240055E-1	DAVIES_SUCCESS
1	17733250	17766250	-	55920	RCC2	375	8.75582104E-1	DAVIES_SUCCESS
1	17846826	18024370	+	55160	ARHGEF10L	459	8.18564279E-1	DAVIES_SUCCESS
1	18081807	18153558	+	81569	ACTL8	349	2.2401105E-1	DAVIES_SUCCESS
1	18434239	18704977	+	84966	IGSF21	986	4.6290346E-1	DAVIES_SUCCESS
1	18807423	18812480	+	127707	KLHDC7A	339	3.8947173E-1	DAVIES_SUCCESS
1	18957499	19075360	+	5081	PAX7	527	7.50952098E-1	DAVIES_SUCCESS
1	19166092	19186155	-	80834	TAS1R2	438	6.11353726E-1	DAVIES_SUCCESS
1	19197923	19229293	-	8659	ALDH4A1	441	2.30730424E-1	DAVIES_SUCCESS
1	19209695	19209769	-	100616120	MIR4695	325	3.55360522E-1	DAVIES_SUCCESS
1	19230773	19282826	-	126917	IFFO2	502	3.31961553E-1	DAVIES_SUCCESS
1	19400999	19536746	-	23352	UBR4	454	1.96096732E-1	DAVIES_SUCCESS
1	19542157	19578053	-	23065	EMC1	259	9.74588822E-2	DAVIES_SUCCESS
1	19578074	19586622	+	51154	MRTO4	226	7.60723202E-2	DAVIES_SUCCESS
1	19592475	19600568	-	246181	AKR7L	265	7.17088064E-2	DAVIES_SUCCESS
1	19609056	19615280	-	22977	AKR7A3	281	6.42818126E-2	DAVIES_SUCCESS
1	19619740	19622230	-	100506730	LOC100506730	267	5.32806047E-2	DAVIES_SUCCESS
1	19629201	19638640	-	8574	AKR7A2	290	7.34480426E-2	DAVIES_SUCCESS
1	19638739	19658922	+	54896	PQLC2	283	1.68720615E-1	DAVIES_SUCCESS
1	19665266	19812066	-	832	CAPZB	658	1.16427809E-1	DAVIES_SUCCESS
1	19923470	19984949	+	100532736	MINOS1-NBL1	440	8.94974129E-2	DAVIES_SUCCESS
1	19934300	19935138	+	644068	RPS14P3	254	1.02009563E-1	DAVIES_SUCCESS
1	19969722	19984949	+	4681	NBL1	280	8.4791509E-2	DAVIES_SUCCESS
1	19991779	20006055	+	3362	HTR6	274	7.85038666E-2	DAVIES_SUCCESS
1	20008705	20126758	-	255104	TMCO4	531	6.20738203E-2	DAVIES_SUCCESS
1	20140521	20141771	-	54546	RNF186	278	1.83389689E-2	DAVIES_SUCCESS
1	20208887	20239437	+	23252	OTUD3	324	1.53559239E-2	DAVIES_SUCCESS
1	20246799	20250110	-	30814	PLA2G2E	243	1.17319895E-1	DAVIES_SUCCESS
1	20301923	20306932	-	5320	PLA2G2A	270	8.60521936E-1	DAVIES_SUCCESS
1	20354671	20418394	+	5322	PLA2G5	392	9.06913227E-1	DAVIES_SUCCESS
1	20439142	20446059	-	26279	PLA2G2D	232	9.20687181E-1	DAVIES_SUCCESS
1	20465822	20476879	+	64600	PLA2G2F	188	9.43835659E-1	DAVIES_SUCCESS
1	20490483	20501687	-	391013	PLA2G2C	168	8.45139036E-1	DAVIES_SUCCESS
1	20512577	20519942	+	127733	UBXN10	169	6.53429512E-1	DAVIES_SUCCESS
1	20617411	20681387	+	127731	VWA5B1	507	4.17318994E-1	DAVIES_SUCCESS
1	20686293	20755287	-	339505	LOC339505	361	6.12005056E-1	DAVIES_SUCCESS
1	20808883	20812728	-	55450	CAMK2N1	170	5.13553528E-4	DAVIES_SUCCESS
1	20825940	20834674	-	79594	MUL1	218	1.29311372E-3	DAVIES_SUCCESS
1	20878931	20881513	+	163933	FAM43B	371	3.00579188E-2	DAVIES_SUCCESS
1	20915443	20945400	+	978	CDA	550	3.15787596E-1	DAVIES_SUCCESS
1	20959947	20978004	+	65018	PINK1	408	2.90745182E-1	DAVIES_SUCCESS
1	20978259	20988037	-	1650	DDOST	373	2.20838218E-1	DAVIES_SUCCESS
1	20990506	21044317	-	57576	KIF17	425	1.76290078E-1	DAVIES_SUCCESS
1	21046224	21059330	-	400745	SH2D5	222	1.75092606E-1	DAVIES_SUCCESS
1	21069170	21113799	-	50809	HP1BP3	214	2.60102849E-1	DAVIES_SUCCESS
1	21132784	21503381	-	8672	EIF4G3	521	2.75922453E-1	DAVIES_SUCCESS
1	21543739	21672034	-	1889	ECE1	531	7.20419048E-1	DAVIES_SUCCESS
1	21619782	21626362	+	100506801	LOC100506801	254	8.66050779E-1	DAVIES_SUCCESS
1	21766582	21811393	+	84224	NBPF3	423	5.9961155E-1	DAVIES_SUCCESS
1	21835857	21904905	+	249	ALPL	524	1.67161277E-1	DAVIES_SUCCESS
1	21922707	21995856	-	5909	RAP1GAP	483	2.99421459E-1	DAVIES_SUCCESS
1	22004791	22109688	-	84196	USP48	508	2.59160095E-1	DAVIES_SUCCESS
1	22138757	22151714	+	401944	LDLRAD2	257	4.25977717E-2	DAVIES_SUCCESS
1	22148736	22263750	-	3339	HSPG2	539	1.81242524E-1	DAVIES_SUCCESS
1	22303417	22333141	+	23436	CELA3B	422	9.12652945E-2	DAVIES_SUCCESS
1	22328148	22339035	+	10136	CELA3A	383	6.99601596E-2	DAVIES_SUCCESS
