chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	1370902	1378262	+	64856	VWA1	138	1.64754505E-1	DAVIES_SUCCESS
chr1	1385068	1405538	+	219293	ATAD3C	145	1.06364201E-1	DAVIES_SUCCESS
chr1	1407163	1444689	+	83858	ATAD3B	155	1.04660861E-1	DAVIES_SUCCESS
chr1	1447522	1470067	+	55210	ATAD3A	113	2.21631094E-1	DAVIES_SUCCESS
chr1	1470157	1475740	-	339453	TMEM240	114	1.71733502E-1	DAVIES_SUCCESS
chr1	1477052	1510262	-	29101	SSU72	169	2.74855561E-2	DAVIES_SUCCESS
chr1	1533387	1535476	-	643988	C1orf233	146	1.21361045E-3	DAVIES_SUCCESS
chr1	1550794	1565990	+	142678	MIB2	164	4.77321067E-5	DAVIES_SUCCESS
chr1	1567559	1570030	+	8510	MMP23B	155	5.63568622E-5	DAVIES_SUCCESS
chr1	1571099	1655775	-	984	CDK11B	309	1.66736994E-3	DAVIES_SUCCESS
chr1	1590987	1677438	-	728661	SLC35E2B	304	3.21690221E-3	DAVIES_SUCCESS
chr1	1631377	1633247	+	8511	MMP23A	177	4.51293235E-3	DAVIES_SUCCESS
chr1	1634169	1655791	-	728642	CDK11A	224	1.58467192E-2	DAVIES_SUCCESS
chr1	1656276	1677438	-	9906	SLC35E2	215	6.65119942E-1	DAVIES_SUCCESS
chr1	1682670	1711508	-	65220	NADK	208	6.70310734E-1	DAVIES_SUCCESS
chr1	1716724	1822526	-	2782	GNB1	320	3.80301214E-1	DAVIES_SUCCESS
chr1	1846265	1848733	+	163688	CALML6	235	4.10496391E-1	DAVIES_SUCCESS
chr1	1849028	1850740	-	339456	TMEM52	255	4.40415128E-1	DAVIES_SUCCESS
chr1	1884751	1935276	-	85452	KIAA1751	431	1.30414373E-1	DAVIES_SUCCESS
chr1	1950767	1962192	+	2563	GABRD	305	5.53742151E-2	DAVIES_SUCCESS
chr1	1981908	2116834	+	5590	PRKCZ	516	4.00082111E-1	DAVIES_SUCCESS
chr1	2115898	2139172	-	199990	C1orf86	224	7.99290027E-1	DAVIES_SUCCESS
chr1	2160133	2241652	+	6497	SKI	453	3.08753094E-1	DAVIES_SUCCESS
chr1	2252695	2322993	-	79906	MORN1	512	2.29053887E-1	DAVIES_SUCCESS
chr1	2281852	2284100	-	100129534	LOC100129534	309	1.59098745E-1	DAVIES_SUCCESS
chr1	2323213	2336885	+	11079	RER1	337	1.89955145E-1	DAVIES_SUCCESS
chr1	2336240	2344010	-	5192	PEX10	307	8.88843161E-2	DAVIES_SUCCESS
chr1	2407753	2436969	+	9651	PLCH2	266	1.12315547E-2	DAVIES_SUCCESS
chr1	2439974	2458035	-	55229	PANK4	204	2.22681206E-2	DAVIES_SUCCESS
chr1	2460183	2461684	-	388585	HES5	154	1.24303043E-1	DAVIES_SUCCESS
chr1	2481358	2484284	-	115110	LOC115110	183	6.41325755E-2	DAVIES_SUCCESS
chr1	2486162	2488450	-	100133445	LOC100133445	192	5.91457218E-2	DAVIES_SUCCESS
chr1	2487804	2495267	+	8764	TNFRSF14	207	5.18054388E-2	DAVIES_SUCCESS
chr1	2517898	2522908	+	127281	FAM213B	197	4.18179753E-2	DAVIES_SUCCESS
chr1	2522080	2564481	-	79258	MMEL1	205	4.03055072E-2	DAVIES_SUCCESS
chr1	2572806	2706230	-	100287898	TTC34	213	4.15665293E-2	DAVIES_SUCCESS
chr1	2938045	2939467	+	140625	ACTRT2	272	7.82083255E-1	DAVIES_SUCCESS
chr1	2976180	2984289	-	440556	FLJ42875	293	9.27158856E-1	DAVIES_SUCCESS
chr1	2985741	3355185	+	63976	PRDM16	1263	6.92595903E-1	DAVIES_SUCCESS
chr1	3044538	3044599	+	100422968	MIR4251	302	7.97848212E-1	DAVIES_SUCCESS
chr1	3371146	3397677	+	27237	ARHGEF16	319	5.21754422E-1	DAVIES_SUCCESS
chr1	3404505	3528059	-	1953	MEGF6	531	3.01525912E-1	DAVIES_SUCCESS
chr1	3477259	3477354	-	693135	MIR551A	268	1.60312634E-1	DAVIES_SUCCESS
chr1	3541555	3546694	+	127262	TPRG1L	282	1.51862014E-1	DAVIES_SUCCESS
chr1	3547330	3566671	-	49856	WRAP73	321	5.90106261E-2	DAVIES_SUCCESS
chr1	3569128	3652765	+	7161	TP73	489	1.65390775E-1	DAVIES_SUCCESS
chr1	3652547	3663937	-	57212	TP73-AS1	305	4.67089387E-1	DAVIES_SUCCESS
chr1	3668964	3688209	+	148870	CCDC27	345	2.40282085E-1	DAVIES_SUCCESS
chr1	3689333	3692546	+	388588	SMIM1	313	1.66188849E-1	DAVIES_SUCCESS
chr1	3696783	3713068	-	57470	LRRC47	410	1.10582967E-1	DAVIES_SUCCESS
chr1	3728644	3773797	-	9731	CEP104	617	1.18847839E-1	DAVIES_SUCCESS
chr1	3773844	3801993	+	1677	DFFB	514	1.39184702E-1	DAVIES_SUCCESS
chr1	3805696	3816857	-	339448	C1orf174	375	2.9054742E-1	DAVIES_SUCCESS
chr1	3816967	3833879	+	100133612	LOC100133612	312	3.71502386E-1	DAVIES_SUCCESS
chr1	4000671	4012643	+	728716	LOC728716	194	7.57092301E-1	DAVIES_SUCCESS
chr1	4472110	4484744	+	284661	LOC284661	429	4.19251388E-1	DAVIES_SUCCESS
chr1	4715104	4843851	+	55966	AJAP1	746	3.96755983E-2	DAVIES_SUCCESS
chr1	5624130	5624203	+	100616489	MIR4417	275	8.25663908E-1	DAVIES_SUCCESS
chr1	5922731	5922801	-	100616421	MIR4689	276	1.80927587E-1	DAVIES_SUCCESS
chr1	5922869	6052533	-	261734	NPHP4	562	2.84856849E-1	DAVIES_SUCCESS
chr1	6052357	6161253	+	8514	KCNAB2	502	3.15961893E-1	DAVIES_SUCCESS
chr1	6161846	6240194	-	26038	CHD5	402	1.20251327E-1	DAVIES_SUCCESS
chr1	6245079	6259679	-	6146	RPL22	230	1.75962678E-1	DAVIES_SUCCESS
chr1	6266188	6281359	+	388591	RNF207	173	1.67229033E-1	DAVIES_SUCCESS
chr1	6281252	6296044	-	23463	ICMT	152	2.08268397E-1	DAVIES_SUCCESS
chr1	6304251	6305638	+	390992	HES3	131	7.19689806E-1	DAVIES_SUCCESS
chr1	6307405	6321035	-	387509	GPR153	152	6.13454896E-1	DAVIES_SUCCESS
chr1	6324331	6453826	-	11332	ACOT7	412	1.53560041E-1	DAVIES_SUCCESS
chr1	6472497	6484730	-	54626	HES2	239	7.51230025E-2	DAVIES_SUCCESS
chr1	6484847	6521004	+	83715	ESPN	281	1.11443117E-1	DAVIES_SUCCESS
chr1	6489893	6489956	-	100422975	MIR4252	215	8.10237077E-2	DAVIES_SUCCESS
chr1	6521213	6526255	-	8718	TNFRSF25	217	9.48050885E-2	DAVIES_SUCCESS
chr1	6526151	6580121	-	57449	PLEKHG5	347	1.96631781E-1	DAVIES_SUCCESS
chr1	6581406	6614658	-	79707	NOL9	263	4.0985919E-1	DAVIES_SUCCESS
chr1	6615337	6639817	+	80835	TAS1R1	241	3.13667286E-1	DAVIES_SUCCESS
chr1	6640055	6649340	+	3104	ZBTB48	189	2.58216916E-1	DAVIES_SUCCESS
chr1	6650778	6662929	-	9903	KLHL21	182	2.52793731E-1	DAVIES_SUCCESS
chr1	6673755	6684093	+	148479	PHF13	157	2.17650246E-1	DAVIES_SUCCESS
chr1	6684924	6695646	+	90326	THAP3	155	1.91688613E-1	DAVIES_SUCCESS
chr1	6694227	6761966	-	55735	DNAJC11	276	1.00866819E-1	DAVIES_SUCCESS
chr1	6845383	7829766	+	23261	CAMTA1	2309	6.55396851E-4	DAVIES_SUCCESS
chr1	7831328	7841492	+	9341	VAMP3	274	3.13882284E-1	DAVIES_SUCCESS
chr1	7844379	7905237	+	8863	PER3	487	4.97341058E-1	DAVIES_SUCCESS
chr1	7903142	7973294	-	10911	UTS2	436	6.39701002E-1	DAVIES_SUCCESS
chr1	7975930	8003225	-	3604	TNFRSF9	237	6.86820354E-1	DAVIES_SUCCESS
chr1	8021713	8045342	+	11315	PARK7	147	3.3565266E-1	DAVIES_SUCCESS
chr1	8071778	8086393	-	54206	ERRFI1	159	3.8004267E-1	DAVIES_SUCCESS
chr1	8384389	8404227	+	50651	SLC45A1	246	1.54450494E-1	DAVIES_SUCCESS
chr1	8412463	8877699	-	473	RERE	724	2.49509328E-1	DAVIES_SUCCESS
chr1	8921058	8939151	-	2023	ENO1	226	6.45674482E-1	DAVIES_SUCCESS
chr1	8938893	8939943	+	100505975	ENO1-AS1	210	5.1406612E-1	DAVIES_SUCCESS
chr1	9005892	9035148	+	765	CA6	356	2.9251847E-1	DAVIES_SUCCESS
chr1	9063358	9086404	-	155184	SLC2A7	299	3.14294668E-1	DAVIES_SUCCESS
chr1	9097004	9148510	-	6518	SLC2A5	364	2.67324831E-1	DAVIES_SUCCESS
chr1	9164475	9189229	-	80045	GPR157	270	2.79759653E-1	DAVIES_SUCCESS
chr1	9211726	9211836	-	407040	MIR34A	180	1.66277136E-1	DAVIES_SUCCESS
chr1	9294862	9331394	+	9563	H6PD	433	1.46649398E-2	DAVIES_SUCCESS
chr1	9352940	9429590	+	80176	SPSB1	521	1.80960157E-2	DAVIES_SUCCESS
chr1	9599527	9642831	+	84275	SLC25A33	148	2.7559775E-1	DAVIES_SUCCESS
chr1	9648931	9674935	+	199953	TMEM201	162	7.34587926E-2	DAVIES_SUCCESS
chr1	9711789	9789172	+	5293	PIK3CD	211	1.08934436E-1	DAVIES_SUCCESS
chr1	9712667	9714644	-	644997	C1orf200	160	6.7555172E-2	DAVIES_SUCCESS
chr1	9789078	9884550	-	22883	CLSTN1	205	7.30049034E-1	DAVIES_SUCCESS
chr1	9908333	9970316	-	56998	CTNNBIP1	192	8.19204131E-1	DAVIES_SUCCESS
chr1	9989775	10003427	-	84328	LZIC	118	8.63939741E-1	DAVIES_SUCCESS
chr1	10003485	10045556	+	64802	NMNAT1	141	8.35527382E-1	DAVIES_SUCCESS
chr1	10057254	10076078	+	116362	RBP7	90	7.53209793E-1	DAVIES_SUCCESS
chr1	10093040	10241296	+	10277	UBE4B	196	2.15302315E-1	DAVIES_SUCCESS
chr1	10270763	10441661	+	23095	KIF1B	417	1.93061797E-1	DAVIES_SUCCESS
chr1	10459084	10480201	+	5226	PGD	221	1.48164195E-1	DAVIES_SUCCESS
chr1	10490158	10512060	+	100526739	APITD1-CORT	216	1.25778014E-1	DAVIES_SUCCESS
chr1	10509775	10512060	+	1325	CORT	183	1.10382385E-1	DAVIES_SUCCESS
chr1	10520602	10532613	-	1676	DFFA	208	1.23951637E-1	DAVIES_SUCCESS
chr1	10535002	10690815	+	5195	PEX14	475	2.34906961E-1	DAVIES_SUCCESS
chr1	10696665	10856733	-	54897	CASZ1	436	4.70836338E-1	DAVIES_SUCCESS
chr1	11006529	11042094	-	148345	C1orf127	345	8.48238062E-1	DAVIES_SUCCESS
chr1	11072678	11085549	+	23435	TARDBP	217	8.38321494E-1	DAVIES_SUCCESS
chr1	11086579	11107296	-	10747	MASP2	184	8.00192089E-1	DAVIES_SUCCESS
chr1	11114648	11120091	-	6723	SRM	117	7.92610031E-1	DAVIES_SUCCESS
chr1	11126675	11159938	-	5394	EXOSC10	111	8.51088311E-1	DAVIES_SUCCESS
chr1	11166587	11322608	-	2475	MTOR	190	9.38750399E-1	DAVIES_SUCCESS
chr1	11203954	11209595	+	100873935	MTOR-AS1	42	8.83758139E-1	DAVIES_SUCCESS
chr1	11249345	11256038	+	10218	ANGPTL7	91	8.94464499E-1	DAVIES_SUCCESS
chr1	11333254	11348491	+	29914	UBIAD1	120	7.1818478E-1	DAVIES_SUCCESS
chr1	11539294	11597640	+	57540	PTCHD2	387	1.97840079E-1	DAVIES_SUCCESS
chr1	11708417	11714888	-	26232	FBXO2	243	3.88737362E-1	DAVIES_SUCCESS
chr1	11714431	11723384	+	93611	FBXO44	261	4.2970268E-1	DAVIES_SUCCESS
chr1	11724149	11734409	+	26270	FBXO6	257	4.63562869E-1	DAVIES_SUCCESS
chr1	11734536	11751678	-	10459	MAD2L2	266	6.09353327E-1	DAVIES_SUCCESS
chr1	11751780	11780336	+	374946	DRAXIN	308	8.19928068E-1	DAVIES_SUCCESS
chr1	11796141	11810828	+	57085	AGTRAP	356	9.54516475E-1	DAVIES_SUCCESS
chr1	11845786	11866160	-	4524	MTHFR	420	9.66012647E-1	DAVIES_SUCCESS
chr1	11866152	11903201	+	1185	CLCN6	475	6.80273873E-1	DAVIES_SUCCESS
chr1	11900375	11907674	+	100379251	NPPA-AS1	337	5.12238239E-1	DAVIES_SUCCESS
chr1	11905766	11907840	-	4878	NPPA	329	5.02418053E-1	DAVIES_SUCCESS
chr1	11917520	11918992	-	4879	NPPB	327	4.40015602E-1	DAVIES_SUCCESS
chr1	11979644	11986485	-	90231	KIAA2013	299	2.82339115E-1	DAVIES_SUCCESS
chr1	11994723	12035599	+	5351	PLOD1	346	4.62858362E-1	DAVIES_SUCCESS
chr1	12040237	12073572	+	9927	MFN2	263	5.87713399E-1	DAVIES_SUCCESS
chr1	12079298	12092106	+	60672	MIIP	199	6.61680036E-1	DAVIES_SUCCESS
chr1	12123433	12204264	+	943	TNFRSF8	337	6.93880851E-1	DAVIES_SUCCESS
chr1	12227059	12269277	+	7133	TNFRSF1B	214	4.85247473E-1	DAVIES_SUCCESS
chr1	12251761	12251839	+	100616438	MIR4632	154	4.52752731E-1	DAVIES_SUCCESS
chr1	12290112	12572098	+	55187	VPS13D	385	7.41961497E-1	DAVIES_SUCCESS
chr1	12567299	12567451	+	677882	SNORA59B	148	8.67417468E-1	DAVIES_SUCCESS
chr1	12627938	12677820	-	9249	DHRS3	358	9.5771141E-1	DAVIES_SUCCESS
chr1	12704565	12727097	+	343066	AADACL4	219	9.36238287E-1	DAVIES_SUCCESS
chr1	12776117	12788726	+	126767	AADACL3	238	9.8634242E-1	DAVIES_SUCCESS
chr1	12806162	12821102	+	93190	C1orf158	209	8.66199673E-1	DAVIES_SUCCESS
chr1	12834983	12838048	+	390999	PRAMEF12	155	7.22477522E-1	DAVIES_SUCCESS
chr1	12851545	12856777	+	65121	PRAMEF1	109	6.33503041E-1	DAVIES_SUCCESS
chr1	12884467	12891264	-	440560	PRAMEF11	58	3.3672006E-1	DAVIES_SUCCESS
chr1	12907235	12908237	-	649330	LOC649330	36	4.6075059E-1	DAVIES_SUCCESS
chr1	12907260	12908578	-	343069	HNRNPCL1	36	4.6075059E-1	DAVIES_SUCCESS
chr1	12916940	12921764	+	65122	PRAMEF2	25	4.74978258E-1	DAVIES_SUCCESS
chr1	12939032	12946025	-	400735	PRAMEF4	20	7.4849542E-1	DAVIES_SUCCESS
chr1	12952726	12958094	-	343071	PRAMEF10	19	7.10993781E-1	DAVIES_SUCCESS
chr1	12976449	13611550	+	391002	PRAMEF8	37	8.19106434E-1	DAVIES_SUCCESS
chr1	12998301	13369057	-	343068	PRAMEF5	37	8.19106434E-1	DAVIES_SUCCESS
chr1	13182959	13184326	-	440563	LOC440563	37	8.19106434E-1	DAVIES_SUCCESS
chr1	13516065	13747803	+	645425	PRAMEF20	82	5.00002674E-1	DAVIES_SUCCESS
chr1	13801444	13840242	-	126755	LRRC38	384	5.17545026E-1	DAVIES_SUCCESS
chr1	13910251	13944452	+	10630	PDPN	415	8.80607701E-1	DAVIES_SUCCESS
chr1	14026734	14151574	+	7799	PRDM2	361	8.9776317E-2	DAVIES_SUCCESS
chr1	14925212	15444544	+	23254	KAZN	1809	1.32469146E-1	DAVIES_SUCCESS
chr1	15438310	15478960	-	200197	TMEM51-AS1	565	4.6106694E-1	DAVIES_SUCCESS
chr1	15479027	15546974	+	55092	TMEM51	792	3.76177842E-1	DAVIES_SUCCESS
chr1	15573767	15726778	+	114827	FHAD1	676	2.99901826E-1	DAVIES_SUCCESS
chr1	15736390	15756839	+	79180	EFHD2	234	7.22387166E-1	DAVIES_SUCCESS
chr1	15764937	15773153	+	11330	CTRC	231	5.11832261E-1	DAVIES_SUCCESS
chr1	15783222	15798586	+	63036	CELA2A	275	3.52733311E-1	DAVIES_SUCCESS
chr1	15802595	15817895	+	51032	CELA2B	280	3.13024395E-1	DAVIES_SUCCESS
chr1	15817323	15851285	-	842	CASP9	323	2.56890341E-1	DAVIES_SUCCESS
chr1	15853351	15918874	+	23341	DNAJC16	473	2.52619602E-1	DAVIES_SUCCESS
chr1	15898193	15911605	-	79814	AGMAT	332	2.60021125E-1	DAVIES_SUCCESS
chr1	15943952	15987552	+	84301	DDI2	395	3.51247526E-1	DAVIES_SUCCESS
chr1	15986363	15988217	+	6248	RSC1A1	215	4.33862146E-1	DAVIES_SUCCESS
chr1	16010826	16061264	+	23207	PLEKHM2	323	2.82925928E-1	DAVIES_SUCCESS
chr1	16062808	16067884	+	284723	SLC25A34	236	2.21190641E-1	DAVIES_SUCCESS
chr1	16068986	16074292	+	388595	TMEM82	238	1.64290977E-1	DAVIES_SUCCESS
chr1	16083153	16113084	+	54751	FBLIM1	393	3.94920189E-2	DAVIES_SUCCESS
chr1	16133656	16134194	-	440567	UQCRHL	301	2.61728467E-2	DAVIES_SUCCESS
chr1	16160709	16174642	-	729614	FLJ37453	315	1.88253406E-2	DAVIES_SUCCESS
chr1	16174358	16266950	+	23013	SPEN	429	1.18572681E-2	DAVIES_SUCCESS
chr1	16268363	16302627	-	7709	ZBTB17	339	7.41976153E-3	DAVIES_SUCCESS
chr1	16330730	16333184	+	149563	C1orf64	463	1.22979217E-2	DAVIES_SUCCESS
chr1	16340522	16346089	-	27129	HSPB7	498	1.44980064E-2	DAVIES_SUCCESS
chr1	16345369	16360545	+	1187	CLCNKA	517	1.4362913E-2	DAVIES_SUCCESS
chr1	16355620	16383821	+	1188	CLCNKB	608	1.4552899E-2	DAVIES_SUCCESS
chr1	16384263	16400127	-	348487	FAM131C	507	1.53665206E-2	DAVIES_SUCCESS
chr1	16450831	16482582	-	1969	EPHA2	317	9.04786298E-2	DAVIES_SUCCESS
chr1	16524598	16539104	-	128272	ARHGEF19	242	3.42798993E-1	DAVIES_SUCCESS
chr1	16558181	16563659	-	79363	RSG1	234	2.98517159E-1	DAVIES_SUCCESS
chr1	16576558	16678948	-	54455	FBXO42	374	1.74890042E-1	DAVIES_SUCCESS
chr1	16693524	16724643	+	26099	SZRD1	264	1.33332823E-1	DAVIES_SUCCESS
chr1	16722175	16763919	-	374955	SPATA21	307	1.78401582E-1	DAVIES_SUCCESS
chr1	16767166	16786584	+	55707	NECAP2	273	3.61783094E-1	DAVIES_SUCCESS
chr1	16793930	16819196	-	114819	CROCCP3	231	4.08342438E-1	DAVIES_SUCCESS
chr1	16875408	17185516	+	100500876	MIR3675	74	4.1168931E-1	DAVIES_SUCCESS
chr1	16888921	16940100	-	55672	NBPF1	38	3.73354808E-1	DAVIES_SUCCESS
chr1	16944750	16971178	-	84809	CROCCP2	5	6.67364963E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16972068	16976915	+	11209	MST1P2	7	5.39446612E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17017712	17046652	-	284729	ESPNP	7	5.39446612E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17066767	17299474	+	9696	CROCC	144	1.35595294E-1	DAVIES_SUCCESS
chr1	17300998	17308081	-	4237	MFAP2	155	1.15227514E-1	DAVIES_SUCCESS
chr1	17312452	17338423	-	23400	ATP13A2	232	1.2918948E-1	DAVIES_SUCCESS
chr1	17345224	17380665	-	6390	SDHB	398	1.07663244E-1	DAVIES_SUCCESS
chr1	17393255	17445948	-	11240	PADI2	470	8.63227593E-2	DAVIES_SUCCESS
chr1	17531620	17572501	+	29943	PADI1	488	1.94302685E-1	DAVIES_SUCCESS
chr1	17575592	17610727	+	51702	PADI3	506	4.76443008E-1	DAVIES_SUCCESS
chr1	17634689	17690495	+	23569	PADI4	608	7.39618378E-2	DAVIES_SUCCESS
chr1	17698740	17728195	+	353238	PADI6	439	1.32099433E-2	DAVIES_SUCCESS
chr1	17733250	17766250	-	55920	RCC2	375	1.02499366E-2	DAVIES_SUCCESS
chr1	17846826	18024370	+	55160	ARHGEF10L	459	4.84116744E-2	DAVIES_SUCCESS
chr1	18081807	18153558	+	81569	ACTL8	349	4.82535687E-1	DAVIES_SUCCESS
chr1	18434239	18704977	+	84966	IGSF21	986	7.01381443E-2	DAVIES_SUCCESS
chr1	18807423	18812480	+	127707	KLHDC7A	339	5.48600154E-1	DAVIES_SUCCESS
chr1	18957499	19075360	+	5081	PAX7	527	6.12871143E-1	DAVIES_SUCCESS
chr1	19166092	19186155	-	80834	TAS1R2	438	2.19825127E-1	DAVIES_SUCCESS
chr1	19197923	19229293	-	8659	ALDH4A1	441	2.18600587E-1	DAVIES_SUCCESS
chr1	19209695	19209769	-	100616120	MIR4695	325	2.41452686E-1	DAVIES_SUCCESS
chr1	19230773	19282826	-	126917	IFFO2	502	2.86419818E-1	DAVIES_SUCCESS
chr1	19400999	19536746	-	23352	UBR4	454	5.2027163E-1	DAVIES_SUCCESS
chr1	19542157	19578053	-	23065	EMC1	259	6.76733237E-1	DAVIES_SUCCESS
chr1	19578074	19586622	+	51154	MRTO4	226	7.91138329E-1	DAVIES_SUCCESS
chr1	19592475	19600568	-	246181	AKR7L	265	8.86115559E-1	DAVIES_SUCCESS
chr1	19609056	19615280	-	22977	AKR7A3	281	9.18990068E-1	DAVIES_SUCCESS
chr1	19619740	19622230	-	100506730	LOC100506730	267	9.30545698E-1	DAVIES_SUCCESS
chr1	19629201	19638640	-	8574	AKR7A2	290	9.37132597E-1	DAVIES_SUCCESS
chr1	19638739	19658922	+	54896	PQLC2	283	9.18495025E-1	DAVIES_SUCCESS
chr1	19665266	19812066	-	832	CAPZB	658	7.93899051E-1	DAVIES_SUCCESS
chr1	19923470	19984949	+	100532736	MINOS1-NBL1	440	8.08757395E-1	DAVIES_SUCCESS
chr1	19934300	19935138	+	644068	RPS14P3	254	7.05888693E-1	DAVIES_SUCCESS
chr1	19969722	19984949	+	4681	NBL1	280	9.26458709E-1	DAVIES_SUCCESS
chr1	19991779	20006055	+	3362	HTR6	274	9.16961465E-1	DAVIES_SUCCESS
chr1	20008705	20126758	-	255104	TMCO4	531	7.35431297E-1	DAVIES_SUCCESS
chr1	20140521	20141771	-	54546	RNF186	278	4.53762638E-1	DAVIES_SUCCESS
chr1	20208887	20239437	+	23252	OTUD3	324	6.17254415E-1	DAVIES_SUCCESS
chr1	20246799	20250110	-	30814	PLA2G2E	243	7.53675014E-1	DAVIES_SUCCESS
chr1	20301923	20306932	-	5320	PLA2G2A	270	7.96864995E-1	DAVIES_SUCCESS
chr1	20354671	20418394	+	5322	PLA2G5	392	5.57510791E-1	DAVIES_SUCCESS
chr1	20439142	20446059	-	26279	PLA2G2D	232	5.75091654E-1	DAVIES_SUCCESS
chr1	20465822	20476879	+	64600	PLA2G2F	188	5.05873849E-1	DAVIES_SUCCESS
chr1	20490483	20501687	-	391013	PLA2G2C	168	4.84251823E-1	DAVIES_SUCCESS
chr1	20512577	20519942	+	127733	UBXN10	169	4.15731361E-1	DAVIES_SUCCESS
chr1	20617411	20681387	+	127731	VWA5B1	507	2.52700197E-1	DAVIES_SUCCESS
chr1	20686293	20755287	-	339505	LOC339505	361	3.63411856E-2	DAVIES_SUCCESS
chr1	20808883	20812728	-	55450	CAMK2N1	170	2.90311104E-5	DAVIES_SUCCESS
chr1	20825940	20834674	-	79594	MUL1	218	2.08736265E-5	DAVIES_SUCCESS
chr1	20878931	20881513	+	163933	FAM43B	371	7.49149167E-4	DAVIES_SUCCESS
chr1	20915443	20945400	+	978	CDA	550	1.2217864E-2	DAVIES_SUCCESS
chr1	20959947	20978004	+	65018	PINK1	408	4.11872359E-2	DAVIES_SUCCESS
chr1	20978259	20988037	-	1650	DDOST	373	3.54087998E-2	DAVIES_SUCCESS
chr1	20990506	21044317	-	57576	KIF17	425	4.64637914E-2	DAVIES_SUCCESS
